,accuracy,average_precision,f1,precision,recall,roc_auc
0,0.6951213146639803,0.7563919691074259,0.6886256950193589,0.7035112947594214,0.6769335575610966,0.7637634312856991
1,0.6966866896980937,0.7577503443197388,0.6891161853006625,0.7055308954011179,0.6769355770080845,0.7640781944615724
2,0.698542791171555,0.758752400980099,0.6941653630029301,0.7036054305928798,0.685586200893572,0.7650736712619214
3,0.7020479740980811,0.7658404166597426,0.6964097421327013,0.7092752516482801,0.685348618702987,0.7692863314177634
4,0.6935863964591148,0.756942998265365,0.686814360479207,0.703253387878912,0.6741996707269267,0.7618971672599113
5,0.6964208749211096,0.7542088524770841,0.6888559581404256,0.703884634286897,0.6787076046066878,0.7630769138885455
6,0.6988536275889999,0.7609188758111265,0.6939880877685483,0.7057222575785647,0.6853127040552349,0.7677590289772344
7,0.7014409513531517,0.7638173389211468,0.6946767691868011,0.710590832876329,0.6811240602231979,0.7690060675902755
8,0.7019412385871726,0.7640837971089114,0.695722829129451,0.7086620984341189,0.686358631806524,0.7699637412680558
9,0.6990514402657715,0.7572468796656471,0.693337468037065,0.7035123864926685,0.685565100993,0.7667766834944867
